content;tags;title;kategori
di kotakota besar bisa memicu paruparu menua lebih dini contohnya yang dialami warga inggris yang paruparunya menua empat tahun lebih cepat secara ratarata selama masa hidup meningkatkan risiko penyakit paruparu kronis demikian hasil sebuah penelitian di kerajaan itu“hasil penelitian populasi luas di inggris sekali lagi jelas memperkuat argumen untuk kebijakan pengendalian polusi udara yang lebih ketat di negara ini untuk melindungi paruparu” kata dr samuel cai seorang peneliti dari sekolah ilmu kesehatan dan lingkungan kependudukan di inggristim peneliti mempelajari data biobank inggris pada lebih dari 300000 orang berusia 4069 tahun dan menguji fungsi  mereka seiring bertambahnya usia fungsi paruparu mereka kurang efektif dalam beberapa kasus mengarah ke penyakit paru obstruktif kronis copd kondisi paruparu yang menyebabkan kesulitas bernapas seperti bronkitis dan emfisema menurut penelitian baru yang diterbitkan di jurnal respiratori eropapaparan jangka panjang dari udara yang mengandung lima mikrogram polusi partikulat kecil per meter kubik bisa menuakan dini paruparu hingga dua tahun dua pertiga populasi di inggris tinggal di daerah yang mengandung 10 mikrogram partikulat kecil per meter kubikpartikel adalah campuran dari tetesan padat dan cair di udara dan dapat datang dalam bentuk kotoran debu jelaga atau asap berasal dari tambang batu bara dan gas alam mobil pertanian jalan yang tidak beraspal dan lokasi konstruksi penelitian juga menunjukkan jumlah kasus copd empat kali lebih tinggi daripada jika seseorang hidup dengan perokok dan setengah dari orang yang telah menjadi perokok;polusi,polusi udara,paru-paru;awas polusi udara bikin paruparu lebih cepat tua;gaya hidup
memiliki otot yang kekar adalah idaman bagi setiap pria sebab ini menunjukkan sisi maskulinitas dari para kaum adam meski demikian bukan suatu hal yang mudah untuk mendapatkannya dokter spesialis penyakit dalam c h soejono mengatakan bahwa selain olahraga angkat beban mengkonsumsi makanan yang memiliki  tinggi pun perlu dilakukan “harus seimbang olahraga dan konsumsi protein untuk mempercepat pembuatan otot” katanya saat ditemui usai acara stand for strength di jakarta pada kamis 5 maret 2020adapun jenis protein tinggi yang disarankan soejono agar mendukung penambahan massa otot yang pertama adalah whey whey adalah protein termudah untuk dicerna oleh tubuh protein whey dapat diperoleh dari air dadih yaitu susu sapi yang diambil bagian kentalnya “berbagai penelitian juga telah membuktikan bahwa whey memiliki peran yang penting dalam peningkatan massa  dan pemulihan otot pasca latihan resistensi” ungkapnyaselain whey soejono juga mengimbau konsumsi protein soy alias kacang kedelai sesuai dengan namanya protein ini terbuat dari kacangkacangan ia juga terbukti bisa meningkatkan dan menguatkan otot “untuk mereka yang sedang menjalani gaya hidup nabati protein jenis ini bisa menjadi pilihan untuk membesarkan otot” jelasnyaterakhir dan tak kalah penting adalah protein kasein kasein adalah protein dominan yang ditemukan pada susu soerjono mengatakan bahwa kasein sangat baik dalam meningkatkan glutamin pada tubuh glutamin sendiri akan menaikan sintesis glukosa dan cadangan glikogen otot “saat menjadi sumber glukosa pada otot akhirnya pasti menambah massa otot juga” tegasnyatak heran soerjono pun mengimbau agar setiap orang yang ingin membesarkan otot memperhatikan ketiga protein ini “ketiga jenis protein ini saya sebut sebagai triple protein blend paling bagus untuk otot jadi kalau mau beli protein coba cek dulu apakah ada salah satu atau bahkan ketiga kandungan ini” pungkasnya;protein,otot,kesehatan;3 jenis protein yang bisa besarkan otot;gaya hidup
siapa bilang  ramadan bikin lemas dan bisa membahayakan kesehatan di masa pandemi virus corona seperti sekarang selama 30 hari berpuasa justru diyakini bisa memperbaiki imunitas tubuh namun hal tersebut berlaku jika sahur dan buka puasa dilakukan dengan benarkalau asupannya terlalu kurang atau terlalu berlebihan sampai berat badan naik tujuan meningkatkan sistem imun dengan puasa juga tidak tercapai ujar spesialis gizi klinis dr arti indiradia menjelaskan sahur adalah bahan bakar untuk berpuasa makanannya harus lengkap mulai dari karbohidrat kompleks protein lemak yang baik vitamin dari sayur dan buahuntuk porsinya kalau bisa sayur harus setengah piring makan setengahnya lagi dibagi dua antara sumber karbohidrat dan protein pilih karbohidrat kompleks sumber protein berfungsi membantu membentuk apalagi di masa covid19 seperti ini juga bisa bikin kenyang lama protein kan zat pembangun tubuh protein nabati dan hewani secukupnya jelasnyatak lupa kebutuhan air juga harus tercukupi saat sahur cukup minum 24 gelas nanti sisanya untuk mencapai 8 gelas sehari setelah berbuka puasa setelah salat maghrib setelah isya dan mau tidur malam tuturnyasaat berbuka juga dilarang untuk berlebihan dalam mengonsumsi makanan dan harus menyesuaikan kapasitas lambung dia menjelaskan kebutuhan kalori adalah 100 persen setiap harisaat berbuka cukupi sekitar 10 persen saja sebab 40 persen sudah dipenuhi saat  setelah salat magrib baru lah makan dengan porsi berat sebesar 40 persen kalori sisanya 10 persen lagi untuk  malam sebelum tidur jelasnyaindira menganjurkan bahwa makan yang ideal saat berbuka adalah setelah salat magrib sebelum melaksanakan tarawih dengan begitu ada jangka waktu makanan dicerna sebelum tidurjadi makanan masuk ke lambung kan perlu waktu sekitar 23 jam jadi jaraknya antara 23 jam sebelum tidur tukasnya;puasa,imunitas,sahur;tingkatkan imunitas dengan menu buka puasa dan sahur yang tepat;gaya hidup
selama  ramadan tubuh tidak mendapatkan asupan makanan seperti biasanya sebab itu anda harus menjaga agar tubuh tetap bugar dan sehat terutama saat berpuasa tidak jadi alasan untuk malasmalasan dan melupakan makanan sehat tanpa disadari saat berbuka puasa anda cenderung melahap semua makanan yang dihidangkan padahal hal ini bisa merugikan kesehatan anda ada beberapa tips agar tubuh tetap sehat dan bugar selama anda memiliki dua kesempatan untuk memenuhi kebutuhan air putih tubuh selama bulan ramadan dua kesempatan yang dimaksud adalah jam sahur dan jam berbuka puasa ketika jam sahur dan berbuka puasa datang penuhilah asupan air putih anda agar tubuh tetap terhidrasi selama puasa selama puasa usahakan untuk minum 2 liter air putih di saat jam dan sahur tiba hal ini dilakukan untuk menjaga tubuh tetap terhidrasibagi anda yang berpuasa di rumah jangan jadikan puasa sebagai alasan untuk rebahan para ahli bahkan menyarankan untuk tetap jalan kaki di sekitaran rumah atau bermeditasi tidak hanya baik untuk tubuh aktivitas fisik yang tidak terlalu berat ini bisa membantu anda “melupakan” rasa lapar lho namun ingat jangan gunakan terlalu banyak energi selama beraktivitas fisik yaorang yang lapar saat puasa cenderung melahap apapun yang ada di depan matanya saat berbuka puasa padahal hal ini bisa membuat perut merasa kembung dan anda pun kelelahan tidak jarang juga rasa kantuk tiba cara terbaik untuk berbuka puasa ialah melahap makanan secukupnya agar tubuh tidak “kaget” dengan berpuasa asupan kalori tubuh akan berkurang hal ini bisa menyebabkan banyak otot yang “menghilang” dari tubuh anda tips puasa selanjutnya ialah mengonsumsi makanan berprotein tinggi sebab mengonsumsi makanan berprotein tinggi selama sahur dan buka puasa bisa meminimalisir otot yang “terbuang” saat puasa ada banyak makanan tinggi yang bisa anda lahap selama puasa seperti edamame 9 gram protein per satu cangkir dada ayam 27 gram protein hingga greek yogurt 11 gram proteinselain untuk menjalani kewajiban beragama banyak orang yang berpuasa untuk meningkatkan kesehatan mereka meskipun berpuasa membuat anda “meninggalkan” makanan sejak terbitnya matahari hingga beduk magrib jangan jadikan puasa sebagai alasan untuk lupa akan pola makan sehattips puasa yang tidak boleh dilupakan selanjutnya adalah banyakbanyak mengonsumsi makanan nabati selama sahur dan buka puasa bahkan mengonsumsi makanan “alami” dianggap bisa mengurangi risiko kanker penyakit jantung dan berbagai macam penyakit kronis lainnya makanan alami yang dimaksud adalah makanan yang tidak diproses seperti buah sayur daging sapi atau ayam yang tidak diproses seperti nugget misalnyaberolahraga adalah aktivitas menyehatkan yang harus tetap dilakukan selama berpuasa tapi pilihlah jenis olahraga yang tidak terlalu intens seperti jalan kaki yoga atau sekadar melakukan pekerjaan rumah mencuci menyapu menyiram kebun berolahraga ringan selama puasa bisa menjaga tubuh tetap bugar sehingga anda pun akan merasa lebih kuat dalam menjalani puasagula memang bisa memberikan energi untuk anda namun energi yang diberikannya bersifat temporer dan tidak lama misalnya anda makan banyak kue kering atau meminum es teh manis saat sahur diperkirakan energi yang anda dapat dari  dan minuman ini hanya akan bertahan selama 2 jam di saat gula darah mulai menurun maka rasa lapar dan kelesuan akan datang makanan berkarbohidrat tinggi seperti nasi kentang atau pasta lebih disarankan begitu pula dengan makanan berprotein tinggi seperti daging dan kacangkacanganberkonsultasi dengan dokter untuk mengonsumsi obatobatan selama bulan ramadan adalah tips puasa yang tidak boleh dilupakan beberapa kondisi medis tertentu yang membutuhkan pengobatan misalnya konsumsi obat antikejang harus tetap dilakukan guna mencegah datangnya kejang jika dokter memang meresepkannya untuk anda namun karena berpuasa anda jadi tidak bisa mengonsumsinya maka dari itu berkonsultasi dengan dokter adalah tips puasa yang tidak boleh dilupakan begitu pula dengan obatobatan antibiotik yang biasanya harus diminum setelah makan;puasa,mager,minuman manis,buka puasa,puasa ramadan;tubuh bugar selama puasa jangan mager kurangi minuman manis;gaya hidup
telah diterapkan sejak dahulu kala karena diyakini memberi manfaat bagi kesehatan dulu puasa adalah bagian dari terapi dalam kedokteran kuno dalam kondisi medis tertentu puasa dianjurkan agar proses penyembuhan lebih cepat hal itu disampaikan praktisi gizi tirta prawita saripuasa yang dilakukan selama bulan  juga bermanfaat bagi kesehatan tubuh namun ada syarat yang harus ditaati bila ingin manfaat itu terasa maksimal manfaat metabolik puasa bisa rusak dengan pola konsumsi yang salah kata tirta dalam konferensi pers virtual rabu 22 april 2020tirta menjelaskan ketika berpuasa tubuh akan mencari cadangan energi lain yang selama ini hanya tertimbunhormonhormon yang bekerja berbeda dari biasanya penggunaan energi juga berbeda karena mengambil dari sumber lain yakni glikogen dan jaringan lemak ini baik ada switch metabolisme kata diametabolisme tubuh yang baik dapat mempengaruhi seluruh status kesehatan termasuk fungsi kekebalan tubuh tapi semua manfaat itu dapat buyar jika pola makan tidak dijaga dengan asupan hidangan sehat penuh gizi dan nutrisimakanan yang harus dihindari adalah asupan yang bisa menimbulkan inflamasi yakni makanan yang digoreng serta gula sayangnya makanan seperti itu lazim berada di atas meja makan ketika orangorang di indonesia berbuka puasa karena puasa indonesia biasanya gorengan dan minuman manis dianjurkan tidak dikonsumsi dalam jumlah berlebihan kata tirtasebagai gantinya dia menyarankan untuk berbuka puasa dengan buahbuahan termasuk kurma tirta pun mengingatkan menghindari makanan berlemak dan makan dalam porsi yang secukupnya selama sahur dan berbuka puasa;puasa,sehat,ramadan;puasa bisa bikin tubuh sehat asal;gaya hidup
kerap menulis puisi di beberapa unggahan di instagramnya puisinya sebagian besar tentang cinta dan kehidupan di setiap unggahan puisi ia menyelipkan tagar poempm ia bahkan membuat akun khusus untuk puisinya poempm belum lama ini ia juga merangkun kumpulan puisinya dalam sebuah buku poem pmsalah satu puisi ditujukan untuk sang suami chicco jerikho “teruntuk suamiku percayalah bahwa semestamu warnamu cahayamu tawa dan candamu saat ini sedang bekerjasama untuk mengerjaimunikmati permainan semesta ini jangan kawatiraku akan selalu menemanimu” tulis putri marino dalam unggahan pada akun poempm yang diunggah 19 oktober 2019 lalupuisi lainnya berisi tentang kebahagiaan merasa bahagia atau merasa sedihsemua tergantung ekspetasimu terhadapat semesta yang sedang kau tinggali” tulis ibu satu anak ini pada 14 desember 2019tak hanya itu putri marino juga menulis puisi tentang keluarganya dia mengungkapkan rasa bahagianya berkumpul dengan keluarga “rumah adalah dimana aku merasa paling bahagiarumahku salah satunya adalah bisa berkumpul bersama mereka” tulis putri pada unggahan 12 oktober 2019menulis adalah praktik yang sangat baik untuk memperkuat keterampilan menulis seseorang seperti dilansir dari laman writing forwards melalui penulisan puisi kita memperoleh penguasaan bahasa menumbuhkan kosa kata yang kuat menguasai perangkat sastra dan belajar untuk bekerja dalam imajinasinamun puisi memiliki manfaat lain yang bermakna pada tingkat yang lebih pribadi menulis telah lama dipuji sebagai praktik terapi yang mendalam faktanya semua seni memiliki manfaat terapi tetapi puisi memberikan berbagai manfaat emosional dan intelektual yang berguna untuk pertumbuhan pribadi baik untuk perbaikan diri penanggulangan dan penyembuhan emosional atau psikologis mengembangkan hubungan dan bahkan memajukan karier kita  termasuk karier di luar bidang penulisan  menumbuhkan ekspresi emosional dan penyembuhan melalui ekspresi diri dan eksplorasi perasaan seseorang itu menyediakan cara yang aman untuk melampiaskan memeriksa dan memahami perasaan kitamelalui ekspresi mentah dari pikiran dan perasaan kita puisi dapat membantu kita menjadi lebih terbiasa dengan apa yang terjadi di hati dan pikiran dengan penekanan pada simbolisme metafora dan pencitraan penulisan puisi mendorong dan mempromosikan pemikiran kreatif banyak orang menulis puisi secara pribadi tetapi ketika puisi dibagikan mereka dapat menginspirasi bergerak dan menghormati orang lain menjalin hubungan interpersonal yang lebih dalam tindakan penciptaan  membuat sesuatu dari ketiadaan  adalah pengalaman katarsis melalui pengungkapan pikiran dan gagasan puisi mendorong untuk menantang diri sendiri secara intelektual praktek puisi memperkuat keterampilan bahasa menulis dan berbicara menulis puisi memotivasi untuk melihat dunia dari berbagai perspektif yang menumbuhkan  dan memperluas pandangan dunia seseorang apakah kita sedang mencari kata yang sempurna mencari cara mengartikulasikan suatu pemikiran atau menyelaraskan ritme langkahlangkah yang terlibat dalam puisi memperkuat proses kognitif;putri marino,puisi,terapi,kritikus film;manfaat menulis puisi seperti putri marino untuk terapi diri dan berpikir kreatif;gaya hidup
tak selalu menyebabkan berat badan naik penelitian sebelumnya mengaitkan putus cinta dengan peningkatan stres dan perubahan emosi orang dengan perasaan negatif cenderung makan lebih banyak dan memilih makanan tidak sehatnamun dalam studi terbaru yang diterbitkan dalam  peneliti mengumpulkan 581 orang untuk menjawab survei dalam jaringan tentang hubungan mereka di masa lalu perpisahan dan apakah mereka bertambah atau kehilangan berat badan hasil penelitian menunjukkan bahwa 627 persen peserta tidak mengalami perubahan berat badanpara peneliti kemudian meminta 261 peserta baru untuk mengikuti survei yang berfokus pada hubungan jangka panjang dan berat badan peneliti juga melihat sikap peserta terhadap mantan pasangan siapa yang meminta putus tingkat komitmen keinginan untuk makan dan seberapa banyak menikmati makananmayoritas peserta menjawab pernah putus cinta tetapi 6513 persen tidak mengalami perubahan berat badan setelah hubungan jangka panjang mereka berakhirkami terkejut bahwa dalam kedua penelitian yang termasuk sampel komunitas besar kami tidak menemukan bukti kelebihan lemak karena makan secara emosional kata marissa harrison profesor psikologi di penn state harrisburg dalam keterangannya seperti dilansir satusatunya hal yang kami temukan adalah dalam studi kedua wanita yang punya kecenderungan makan secara emosional memang bertambah berat badannya setelah putus hubungan tapi itu tidak biasa ujarnyaia menambahkan pria dan wanita modern masa kini mengalami lebih sedikit stres dan perubahan emosional karena memiliki akses yang lebih luas dan pekerjaan yang dapat mengalihkan perhatian artinya ada hal lain yang menjadi fokus mereka daripada sekadar makanantetapi harrison mencatat penelitian tersebut dapat membantu penyedia layanan kesehatan dalam mengembangkan pendekatan baru untuk orangorang yang mengalami kondisi makan secara emosional atau berlebihan;putus cinta,gemuk;putus cinta bikin gemuk peneliti membuktikan tidak;gaya hidup
keramas membuat  terlihat mudah ditata selain itu aromanya pun segar tak heran ada sebagian orang yang keramas setiap hari tapi ada juga yang melakukannya dua hari sekali bahkan ada yang mungkin seminggu sekali sebenarnya seberapa sering anda harus mencuci rambutseberapa sering frekuensi  tergantung pada jenis rambut anda anda tidak bisa menangani rambut berminyak dengan cara yang sama dengan ketika menangani rambut kering  seorang penata rambut dari inggris julian farel mengatakan setiap orang punya kebutuhan yang berbeda tapi menurut dia sebagian besar orang harus menguranginya demi kebaikan rambut sebab semakin sering keramas semakin banyak pula minyak alami pada rambut yang akan hilang karena   jika anda keramas setiap hari itu akan melucuti kulit kepala anda dari semua minyak alami dan dapat menyebabkan rambut kering dan rapuh” kata diadikutip dari boldsky berikut frekuensi keramas yang disesuaikan dengan jenis rambut anda masalah pada rambut berminyak adalah cepat lepek kondisi itu terjadi karena kulit kepala menghasilkan minyak dalam jumlah berlebihan jika rambut anda tergolong yang ini anda disarankan keramas setiap hari sampo akan membuat kulit kepala dan rambut terbebas dari miyak untuk sementara waktusampo akan membebaskan rambut dan kulit kepala dari minyak dan terlalu sering keramas akan membuat rambut bertambah kering jadi untuk rambut kering sebaiknya anda  keramas dua kali seminggu pilihlah sampo yang ringan dan jangan lupa mengaplikasikan kondisionerjika memiliki rambut normal anda benarbenar beruntung ini berarti rambut anda tidak terlalu tebal terlalu berminyak terlalu halus atau terlalu kering dibandingkan dengan jenis rambut lainnya inilah jenis yang paling mudah dirawat anda bisa mencuci rambut tiga hari sekali anda juga bisa keramas setiap hari tergantung seberapa kotor rambut andasampo membawa dampak bagi rambut dan dampak itu dapat semakin buruk pada rambut rusak itu sebabnya orang yang memiliki rambut rusak harus berhatihati memilih jenis sampo dan menentukan waktu yang tepat untuk keramas agar tidak membuat rambut bertambah rusak anda diimbau keramas setiap tiga hariboldsky  mirror;rambut,keramas,sampo;rambut kering atau berminyak seberapa sering harus keramas;gaya hidup
kritik membangun dapat meningkatkan perilaku seseorang dan menghindari sikap menyalahkan dan menyerang pribadi kritik membangun pada  memiliki sifat positif dan berfokus pada tujuan yang jelas serta bisa dicapaitapi terkadang kritik bisa membuat orang semakin terpuruk karena itu mengkritik harus dilakukan dengan benar agar tidak membuat sakit hati dan memicu konflik berikut cara mengkritik yang benar seperti dikutip dari 1 anda selalu bisa menemukan sesuatu yang positif untuk dikatakan ketika memberikan kritik membangun pada seseorang bahkan jika hal tersebut hanya berupa usaha yang dilakukan seseorang mulailah dengan pernyataan apresiasi yang tulus dan jujur agar orang tersebut merasa dihargai lalu lanjutkan dan berikan kritik membangun2 jika memberikan masukan untuk hal pribadi anda mungkin merasa emosional jika terlihat marah dan gusar bahasa tubuh dan nada suara anda akan membuat orang lain menjadi defensif dan kemungkinan kurang mempertimbangkan kritik3 biarkan orang lain tahu anda adalah orang yang mampu berempati hal ini akan membuatnya merasa lebih nyaman dan tunjukkan bahwa anda juga merasakan hal yang sama4  jagalah agar suara tetap stabil dan bersahabat nada suara bisa mengomunikasikan banyak hal dan kadangkadang bahkan lebih dari sekadar katakata yang dipilih jangan meninggikan suara atau membiarkan munculnya ketegangan gunakan nada suara yang terdengar nyaman saat anda mendengarnya pada penerima masukan jika situasinya berlawanan5 hal ini akan mengurangi kemungkinan penerima kritik untuk menanggapinya dengan sikap defensif atau marah hindari bahasa yang menilai dan kasar seperti “kamu keliru” dan “idemu sangat bodoh”6 semakin spesifik masukan maka semakin bisa dijalankan orang tersebut berfokuslah pada pokokpokok objektif dan bukan pendapat hanya mengatakan kalau anda tidak menyukai sesuatu pada orang tersebut tidak membantu sebaliknya uraikan masukan anda menjadi aspekaspek kunci dan berikan contohcontoh spesifik dari tiap aspek sehingga orang tersebut tahu cara melaksanakannyacontohnya seorang pegawai baru saja menyelesaikan laporan tentang restoran baru di kota anda anda telah membacanya dan masukan anda adalah “usaha yang baik namun saya tidak menyukainya coba ulangi lagi”terlepas apakah seseorang menyukai atau tidak menyukai sesuatu adalah hal yang subjektif dan tanpa referensi tentang kriteria yang spesifik maka sulit bagi orang tersebut untuk memahami apa yang harus ditingkatkan sebaliknya identifikasikan bagian masalah utama dalam kritik anda dan berikan contoh spesifik seperti “usaha yang baik untuk menelusuri restoranrestoran ini namun deskripsi restoran seharusnya lebih menyeluruh kembangkan laporan ini dengan informasi tentang jenis makanan yang disajikan setiap restoran hidangan unggulan dan lokasinya7 pada beberapa kasus mungkin lebih tepat untuk membiarkan seseorang untuk mengemukakan solusinya sendiri sebelum anda memberikan pendapat tentang apa yang seharusnya dilakukan8 berpikirlah dengan hatihati sebelum mengkritik penampilan atau sifat pribadi seseorang hal tersebut hampir pasti menimbulkan sakit hati 9 anda ingin membantu seseorang membuat perubahan positif berarti anda perlu menyampaikan halhal sehingga orang tersebut bisa melakukan sesuatu daripada menyampaikan halhal yang berada di luar kendalinya mengkritik dengan cara pertama membuat kritik tampak membangun dan akan memberdayakan orang tersebut mengkritik dengan cara kedua akan membuat orang tersebut merasa tidak nyaman karena ia tidak bisa melakukan apaapa dengan situasi tersebut meskipun jika ia menginginkannya10 anda tidak ingin membuat seseorang kewalahan dengan informasi yang terlalu banyak bahkan jika kritik diutarakan dengan katakata positif maka hal tersebut akan mulai terdengar seolaholah anda memiliki daftar masalah yang ingin diutarakan pada orang tersebut dan pada akhirnya sifat pembicaraan tersebut akan terasa negatif11 setelah memberikan kritik membangun terhadap topik tertentu satu atau dua kali anda mungkin sudah cukup berbicara mengulangulang masalah yang sama tidak akan menjadi produktif dan bisa memicu perasaan negatif bagi orang yang dikritik temukan tandatanda kalau orang tersebut sudah merasa cukup dan jangan berkata apaapa lagi sampai ia meminta pendapat anda12 amati orang tersebut setelah berbicara dan nilailah kemajuan yang dibuatnya pembicaraan selanjutnya tentang masalah yang anda kritik harus fokus pada kemajuan yang dibuat orang tersebut diskusikan langkahlangkah konkret yang harus diambil orang tersebut terhadap tujuan yang anda uraikan dan pujilah kemajuan yang dibuatnya menerima dan memuji keberhasilan orang tersebut akan mendorongnya untuk melanjutkan usaha baiknya dan membuatnya merasa bernilai dan dihargai;rekan kerja ,tips;kiat mengkritik rekan kerja tanpa bikin tersinggung;gaya hidup
ketua perhimpunan dokter paru indonesia pdpi agus dwi susanto mengatakan bahwa  yang menggunakan cairan herbal tetap berbahaya karena proses pemanasan yang terjadiia menegaskan walaupun cairan yang digunakan tidak mengandung bahan kimia namun proses pemanasan yang terjadi bisa menimbulkan zat berbahaya dan beracun lain bisa berdampak buruk bagi tubuh salah satu yang berbahaya dari rokok elektrik adalah cairan yang dipanaskan kalau yang tidak herbal kandungannya adalah nikotin yang kedua adalah bahan toksik lainnya yang bisa timbul dari proses pemanasan katanya di jakarta selasa 26 november 2019berdasarkan sejumlah penelitian rokok elektrik mengandung nikotin bahan karsinogen yang bisa menyebabkan kanker seperti propylene glycol gliserol formaldehid nitrosamin dan juga bahan toksik lain seperti logam silikat dan nanopartikelmenurut dia asap dari proses pemanasan rokok elektrik tersebut berbahaya terhadap kesehatan paru bila terhirup setiap hari agus mengemukakan kasus penyakit paru obstruktif kronik ppok di cina lebih banyak dialami oleh perempuan ketimbang lakilaki hal tersebut dikarenakan sejak dulu kaum perempuan di cina sering memasak menggunakan kayu bakar yang asapnya terhirup kayu bakar itu kan herbal bahan alami tapi ketika dibakar asapnya terhirup jadi berbahaya kata agusnamun hingga saat ini faktor risiko paling tinggi dari ppok adalah merokok baru kemudian dikarenakan polusi udara kendaraan asap pabrik dan debu di situs konstruksi dan polusi di lingkungan rumah seperti asap dari kayu bakar apabila polusi tersebut sering terhirup dalam keseharaian seseorang potensi terkena ppok semakin meningkatmenurut agus biasanya gejala ppok baru muncul dalam kurun 2030 tahun seorang perokok atau 4050 tahun bagi orang yang terpajan polusi udara lain yang tidak lebih sering dari rokok;rokok elektrik,kesehatan,paru-paru;rokok elektrik dengan cairan herbal seperti menghirup asap kayu;gaya hidup
bila pernah mencicipi kuliner khas indonesia bagian timur mungkin anda sudah tidak asing lagi dengan papeda papeda adalah makanan yang terbuat dari  dan sering dijadikan makanan pokok masyarakat setempat meski lezat manfaat sagu belum diketahui begitu banyak orangdibandingkan dengan makanan pokok lainnya kalori yang dimiliki sagu terhitung cukup besar dalam 100 gram sagu anda sudah bisa mendapatkan 332 kalori dan karbohidrat sebanyak 83 gram oleh karenanya anda bisa menjadikan sagu sebagai sumber energi yang baik untuk tubuhmeski kandungan vitamin dan mineral sagu tidak begitu tinggi tapi makanan yang satu ini tetap bisa memberikan berbagai manfaat untuk kesehatan berikut ini penjelasannya untuk andauntuk makanan yang tidak terlalu banyak mengandung nutrisi manfaat sagu untuk kesehatan dibilang cukup beragam seperti berikut inisebuah penelitian kecil yang dilakukan pada 8 atlet sepeda mengungkap manfaat sagu untuk orang yang sering berolahraga pada penelitian ini para responden penelitian mendapatkan minuman yang mengandung sagu serta sagu dengan campuran protein dari kedelai setelah mengonsumsinya rasa lelah mereka bisa berkurang ketahanan stamina mereka meningkat hingga 37 persen setelah mengonsumsi minuman yang mengandung sagu dan 84 persen dari campuran protein kedelaisagu mengandung antioksidan yang bisa mencegah terjadinya berbagai penyakit berbahaya di tubuh seperti kanker dan penyakit jantung selain itu antioksidan juga akan membantu tubuh melawan paparan radikal bebas berlebih yang berpotensi menyebabkan penuaan dini hingga kerusakan selsel saraf di otakmelalui penelitian yang dilakukan pada hewan uji sagu terbukti bisa menurunkan kadar kolesterol dan trigliserida di tubuh hewan tersebut manfaat sagu ini bisa didapatkan berkat kandungan amilase di dalamnyaseperti yang kita tahu tingginya kadar kolesterol dan trigliserida di tubuh merupakan dua faktor risiko utama terjadinya penyakit jantungbagi orang yang mengalami malnutrisi atau sedang dalam pemulihan pascacedera mengonsumsi sagu bisa menjadi cara cepat untuk menaikkan berat badan kandungan kalori yang tinggi pada sagu membuatnya jadi makanan yang tepat untuk tujuan inisagu mudah untuk dicerna oleh sistem pencernaan kita meski tidak banyak sagu juga masih memiliki kandungan serat yang bisa membantu melancarkan pencernaan dan menyeimbangkan lingkungan tempat tumbuhnya bakteri baik di ususdi dalam sagu terdapat sedikit kandungan zat besi kalsium dan tembaga mineralmineral tersebut dibutuhkan untuk pembentukan jaringan tulang dan membuat tulang menjadi lebih padat sehingga menurunkan risiko terjadinya osteoporosis dan mencegah peradangan di tubuhtidak hanya memberikan tambahan energi untuk olahraga sagu juga dipercaya dalam mempercepat pemulihan otot yang kelelahan setelah olahraga selain itu bagi orang yang mengonsumsi sagu sebagai makanan pokok pertumbuhan dan perbaikan kerusakan otot juga akan berlangsung lebih cepat;sagu,pencernaan,kesehatan,makanan,jantung;bikin makanan kenyal sagu bisa bantu lancarkan pencernaan;gaya hidup
